theta,epsilon,epsilon_inverse,V_standard,Vstar_delta,Vstar_rho,shot_coefficient,R_opt_at_x_fixed
2.016587370815926816e-02,4.564567821669585079e-03,2.190787910418711419e+02,1.994149007090276537e+00,6.119282190175770507e-04,1.085630847721719416e-01,1.885585922318104624e+00,1.755387182911187119e+04
1.978327888123774733e-02,4.393384421533252926e-03,2.276149555906625324e+02,1.994149873161322972e+00,5.889175093694613231e-04,1.085651227435502353e-01,1.885584750417772737e+00,1.789352050177990532e+04
1.940797914431935389e-02,4.228623099670647534e-03,2.364835967712247680e+02,1.994150651390344420e+00,5.667736199170468571e-04,1.085670865612882868e-01,1.885583564829056202e+00,1.823971625651266731e+04
1.903983519195006149e-02,4.070043540484125089e-03,2.456976172498271751e+02,1.994151349145346419e+00,5.454639068780633591e-04,1.085689788857063381e-01,1.885582370259640150e+00,1.859258369274634970e+04
1.867870041287114993e-02,3.917410183922886979e-03,2.552706898307498591e+02,1.994151973235400277e+00,5.249563909327262202e-04,1.085708023335571065e-01,1.885581170901843073e+00,1.895225987030441684e+04
1.832443836634629550e-02,3.770499491136947157e-03,2.652168505394658951e+02,1.994152529920297345e+00,5.052207319314300877e-04,1.085725593906354813e-01,1.885579970529661864e+00,1.931887783947720527e+04
1.797692295933182166e-02,3.629099414139025370e-03,2.755504564311424360e+02,1.994153024956795361e+00,4.862281557309937005e-04,1.085742524172104567e-01,1.885578772539584946e+00,1.969256503173410601e+04
1.763603867789263063e-02,3.493008904207450804e-03,2.862861296446926076e+02,1.994153463640857993e+00,4.679513863812969450e-04,1.085758836530523186e-01,1.885577579987805619e+00,2.007344136206873372e+04
1.730160623031311642e-02,3.362008495671586772e-03,2.974412471852610338e+02,1.994153850928097604e+00,4.503606947250079541e-04,1.085774555697698873e-01,1.885576395358327773e+00,2.046170533615900786e+04
1.697356708442524301e-02,3.235932729924617668e-03,3.090299099089415904e+02,1.994154191245137042e+00,4.334336225605296537e-04,1.085789700014436199e-01,1.885575221243693367e+00,2.085742220383063614e+04
1.665173734606577305e-02,3.114573656566865800e-03,3.210712316568813094e+02,1.994154488801918479e+00,4.171420237125276131e-04,1.085804293020687095e-01,1.885574059499849797e+00,2.126081093854325081e+04
1.633604962459239002e-02,2.997773806919346029e-03,3.335808718095536278e+02,1.994154747363145352e+00,4.014645458926053472e-04,1.085818352283949711e-01,1.885572912134750423e+00,2.167195380546383967e+04
1.602637006730032315e-02,2.885356144382900112e-03,3.465776666588495232e+02,1.994154970455375597e+00,3.863772251601958036e-04,1.085831897811796454e-01,1.885571780674196063e+00,2.209102033226161075e+04
1.572257306264526061e-02,2.777152587330355971e-03,3.600810429221997424e+02,1.994155161312736180e+00,3.718573144327625563e-04,1.085844948620855038e-01,1.885570666450650634e+00,2.251817772146138304e+04
1.542454132838736065e-02,2.673003597891909777e-03,3.741109816644690227e+02,1.994155322902049665e+00,3.578832271074281618e-04,1.085857522779936635e-01,1.885569570624056057e+00,2.295358937115053413e+04
1.513216603758147857e-02,2.572757798669278451e-03,3.886879676420514329e+02,1.994155457945764098e+00,3.444344845224591172e-04,1.085869637450286723e-01,1.885568494200735357e+00,2.339741312433127314e+04
1.484534698690738279e-02,2.476271616767999895e-03,4.038329209237506916e+02,1.994155568942882706e+00,3.314916671654344446e-04,1.085881308922903299e-01,1.885567438050592459e+00,2.384979920162596318e+04
1.456399281231623467e-02,2.383408954584220751e-03,4.195671070533706484e+02,1.994155658188088820e+00,3.190363695485097127e-04,1.085892552652951842e-01,1.885566402922793650e+00,2.431088776482180401e+04
1.428798777886557646e-02,2.294030148732639773e-03,4.359140617887956637e+02,1.994155727796626643e+00,3.070497186624598853e-04,1.085903384593345372e-01,1.885565389337292119e+00,2.478086415899412168e+04
1.401720020500791565e-02,2.207995253978078942e-03,4.528995242169701214e+02,1.994155779709215315e+00,2.955128142722438151e-04,1.085913820797349549e-01,1.885564397629480471e+00,2.525995228113111807e+04
1.375158056283110920e-02,2.125194675136277134e-03,4.705451277944104049e+02,1.994155815690576095e+00,2.844108355440768212e-04,1.085923873696912484e-01,1.885563428320884860e+00,2.574823735809772916e+04
1.349099863710532567e-02,2.045497298124310248e-03,4.888786706865781184e+02,1.994155837372764584e+00,2.737260850515946340e-04,1.085933558391300457e-01,1.885562481533634482e+00,2.624595446754859950e+04
1.323534531756463857e-02,1.968782997456508532e-03,5.079279947520425367e+02,1.994155846244376473e+00,2.634423475364955835e-04,1.085942888702333131e-01,1.885561557374143105e+00,2.675331257904000813e+04
1.298456056007438707e-02,1.894950057923505682e-03,5.277183933257872468e+02,1.994155843667427597e+00,2.535458836155112580e-04,1.085951876263859528e-01,1.885560656041041616e+00,2.727042911160374570e+04
1.273854038424152187e-02,1.823887101754850804e-03,5.482795503284447705e+02,1.994155830890427694e+00,2.440216660243010318e-04,1.085960533933114508e-01,1.885559777497116229e+00,2.779751406903100724e+04
1.249718739482992384e-02,1.755488394815873932e-03,5.696420454576037855e+02,1.994155809053457684e+00,2.348554311663213559e-04,1.085968873927787154e-01,1.885558921660678955e+00,2.833477381008404700e+04
1.226041086537619541e-02,1.689653589323603100e-03,5.918372892045385925e+02,1.994155779197801959e+00,2.260336440571054678e-04,1.085976907853848789e-01,1.885558088412417010e+00,2.888240907401810182e+04
1.202812685329078014e-02,1.626287484371435887e-03,6.148974333320301184e+02,1.994155742274727139e+00,2.175434656989014531e-04,1.085984646731441988e-01,1.885557277601582982e+00,2.944061264666203715e+04
1.180025835029755235e-02,1.565299803917619137e-03,6.388552515608885187e+02,1.994155699153497885e+00,2.093727228334118194e-04,1.085992101018794925e-01,1.885556489051618323e+00,3.000956660699633721e+04
1.157673547227098913e-02,1.506604991845961194e-03,6.637439842640866345e+02,1.994155650628695930e+00,2.015098800215927319e-04,1.085999280634362824e-01,1.885555722565259718e+00,3.058943908515026851e+04
1.135740363303223803e-02,1.450098532532306805e-03,6.896083111357269217e+02,1.994155597403456159e+00,1.939408674958781136e-04,1.086006197853767591e-01,1.885554977618079331e+00,3.118063338502681654e+04
1.114225573769550039e-02,1.395717057522949389e-03,7.164775945167219788e+02,1.994155540149558092e+00,1.866571323235527891e-04,1.086012859951687171e-01,1.885554254154389486e+00,3.178317080982770858e+04
1.093119861174984310e-02,1.343377346117335946e-03,7.443924842786919953e+02,1.994155479459512881e+00,1.796474667980178385e-04,1.086019276663589966e-01,1.885553551793153870e+00,3.239730517556898121e+04
1.072412863339084442e-02,1.292996542810231908e-03,7.733972728392408271e+02,1.994155415865759950e+00,1.729007167628127052e-04,1.086025457712897629e-01,1.885552870094470146e+00,3.302333729287871392e+04
1.052098723397372829e-02,1.244505434810139199e-03,8.035320473731472930e+02,1.994155349862889004e+00,1.664075592918316598e-04,1.086031411179490397e-01,1.885552208744939895e+00,3.366144503105749027e+04
1.032173842191813629e-02,1.197842142473759530e-03,8.348345450050873069e+02,1.994155281907700861e+00,1.601596570563717636e-04,1.086037144268720833e-01,1.885551567480828750e+00,3.431173207707047550e+04
1.012620829069684966e-02,1.152915050314340384e-03,8.673665936855900327e+02,1.994155212366030216e+00,1.541446951320346365e-04,1.086042667866882333e-01,1.885550945579341997e+00,3.497476813083532033e+04
9.934399021150223941e-03,1.109675852228542148e-03,9.011640633539226428e+02,1.994155141624774918e+00,1.483561607973057147e-04,1.086047987563456968e-01,1.885550342868429263e+00,3.565055318437698588e+04
9.746238119561783167e-03,1.068060762539957409e-03,9.362763197310030137e+02,1.994155070009413944e+00,1.427854718890993928e-04,1.086053110872649136e-01,1.885549758922149044e+00,3.633933606426711776e+04
9.561647851627370562e-03,1.028006986558249736e-03,9.727560348086576596e+02,1.994154997809769903e+00,1.374241820413242663e-04,1.086058045209664508e-01,1.885549193288803549e+00,3.704139664570036985e+04
9.380555396389121670e-03,9.894549105726735405e-04,1.010657473437797421e+03,1.994154925286623303e+00,1.322642736535456173e-04,1.086062797619828102e-01,1.885548645524640410e+00,3.775701000514888437e+04
9.202892909258394982e-03,9.523479565956005644e-04,1.050036379113725616e+03,1.994154852674525635e+00,1.272981382157864993e-04,1.086067374794845858e-01,1.885548115195041063e+00,3.848644380409687437e+04
9.028597608302154492e-03,9.166324471564513132e-04,1.090949816474606450e+03,1.994154780184361098e+00,1.225185579914913182e-04,1.086071783087911719e-01,1.885547601875569912e+00,3.922995519728270301e+04
8.857611886992581424e-03,8.822574799381976973e-04,1.133455961257534682e+03,1.994154708005676291e+00,1.179186890383910870e-04,1.086076028527721282e-01,1.885547105152904246e+00,3.998778718464981648e+04
8.689883456272775447e-03,8.491748120684761147e-04,1.177613826726836123e+03,1.994154636308813400e+00,1.134920455333116761e-04,1.086080116831421583e-01,1.885546624625671353e+00,4.076016431618946081e+04
8.525327928294218482e-03,8.173315489919952270e-04,1.223493698772899961e+03,1.994154565230538356e+00,1.092315214225462653e-04,1.086084054307592112e-01,1.885546159799779131e+00,4.154747096741969290e+04
8.363845090668673918e-03,7.866737491061259746e-04,1.271174996161077388e+03,1.994154494882225848e+00,1.051298728019722594e-04,1.086087847411499052e-01,1.885545710141075970e+00,4.235019975488710043e+04
8.205467680657952886e-03,7.571740930027992533e-04,1.320700231612788457e+03,1.994154425416799992e+00,1.011834193628349007e-04,1.086091499318832254e-01,1.885545275484916683e+00,4.316818673785858118e+04
8.050089637049539712e-03,7.287803114657265269e-04,1.372155619831160266e+03,1.994154356911660653e+00,9.738514458647325016e-05,1.086095016305807515e-01,1.885544855281079846e+00,4.400196562932258530e+04
7.897625274661508946e-03,7.014458473253437631e-04,1.425626801859418720e+03,1.994154289439014960e+00,9.372879803073361205e-05,1.086098403956540642e-01,1.885544449043360826e+00,4.485200516734779376e+04
7.748097765946071122e-03,6.751448584280117515e-04,1.481163616247292111e+03,1.994154223106743062e+00,9.021090170963759968e-05,1.086101665299857161e-01,1.885544056576757388e+00,4.571816916235036479e+04
7.601354424439271326e-03,6.498217056376542899e-04,1.538883652737829379e+03,1.994154157933332616e+00,8.682399358277172728e-05,1.086104807070725625e-01,1.885543677226260151e+00,4.660134158018396556e+04
7.457415714323008954e-03,6.254523339311868213e-04,1.598842862596178975e+03,1.994154094003662392e+00,8.356483752571844360e-05,1.086107832098396758e-01,1.885543310793822647e+00,4.750140656575102184e+04
7.316238530970153343e-03,6.020024881129293348e-04,1.661122702556688637e+03,1.994154031364887780e+00,8.042883433866994001e-05,1.086110744486764729e-01,1.885542956916211210e+00,4.841861119475789747e+04
7.177657549799217052e-03,5.794192474292136907e-04,1.725866036443961320e+03,1.994153970001395937e+00,7.740889009521341110e-05,1.086113550669634137e-01,1.885542614934432537e+00,4.935404535958827910e+04
7.041744960512300727e-03,5.576898295973631292e-04,1.793111415931634838e+03,1.994153909995035168e+00,7.450327970952853028e-05,1.086116252103857538e-01,1.885542284784649469e+00,5.030723434321728564e+04
6.908435317874708423e-03,5.367796555428849814e-04,1.862961812493854723e+03,1.994153851359435681e+00,7.170736427967349313e-05,1.086118852962286163e-01,1.885541966063207120e+00,5.127860731881506217e+04
6.777645640631474629e-03,5.166527180734403757e-04,1.935536125173067376e+03,1.994153794094210674e+00,6.901631513315456144e-05,1.086121357605023818e-01,1.885541658333708348e+00,5.226875816297096753e+04
6.649282987377687706e-03,4.972729301316869410e-04,2.010968101028909359e+03,1.994153738189146097e+00,6.642529408976764987e-05,1.086123770411624168e-01,1.885541361147983652e+00,5.327841407473006984e+04
6.523365574998265734e-03,4.786219885543063768e-04,2.089331505684754120e+03,1.994153683677283073e+00,6.393184158634849720e-05,1.086126093555363076e-01,1.885541074321746668e+00,5.430744754459546675e+04
6.399841277929974905e-03,4.606716577818525948e-04,2.170743485316698298e+03,1.994153630556117829e+00,6.153217093649307543e-05,1.086128330452626189e-01,1.885540797510855127e+00,5.535627369535850448e+04
6.278661247811164435e-03,4.433951328202123676e-04,2.255324711481394388e+03,1.994153578820377470e+00,5.922268756597514602e-05,1.086130484348659941e-01,1.885540530385511504e+00,5.642530042137070268e+04
6.159779954872321613e-03,4.267669736918167089e-04,2.343199126561594767e+03,1.994153528462440095e+00,5.699998018607513572e-05,1.086132558325196562e-01,1.885540272629920411e+00,5.751492450199378072e+04
6.043155244773229171e-03,4.107630444692977889e-04,2.434493592995911058e+03,1.994153479472724921e+00,5.486081257563783228e-05,1.086134555307523009e-01,1.885540023941972620e+00,5.862552701043365960e+04
5.928748413234028770e-03,3.953604567196178365e-04,2.529337426148263148e+03,1.994153431840037793e+00,5.280211596646849752e-05,1.086136478071115796e-01,1.885539784032926214e+00,5.975746789617230388e+04
5.816524299938097796e-03,3.805375173034919456e-04,2.627861786364851469e+03,1.994153385551889368e+00,5.082098200892178877e-05,1.086138329247676865e-01,1.885539552627121695e+00,6.091107961036943016e+04
5.706383899326201818e-03,3.662650163374081558e-04,2.730263485166671671e+03,1.994153340567350163e+00,4.891349840287158345e-05,1.086140112413384456e-01,1.885539329326011648e+00,6.208739448505498876e+04
5.598304281764548453e-03,3.525246041277130260e-04,2.836681435255846282e+03,1.994153296874957793e+00,4.707720496609879801e-05,1.086141829793323271e-01,1.885539113895625452e+00,6.328669813913815597e+04
5.492295818942209522e-03,3.393025546326589037e-04,2.947222136546056390e+03,1.994153254474379189e+00,4.531025990344528736e-05,1.086143483038607138e-01,1.885538906170518558e+00,6.450887563310891710e+04
5.388337251303675773e-03,3.265814961898039215e-04,3.062022838608149414e+03,1.994153213350359888e+00,4.361033465985166739e-05,1.086145074259721177e-01,1.885538705924387770e+00,6.575412702071131207e+04
5.286339123532610498e-03,3.143364309523555278e-04,3.181304810804992485e+03,1.994153173459395578e+00,4.197408211656923589e-05,1.086146606525588559e-01,1.885538512806836708e+00,6.702349948362789291e+04
5.186199801942148815e-03,3.025420268516487710e-04,3.305325909283833880e+03,1.994153134753026801e+00,4.039811111013284886e-05,1.086148082952216043e-01,1.885538326457805169e+00,6.831831597687251633e+04
5.088038016291765268e-03,2.911993271552670848e-04,3.434073868813582067e+03,1.994153097266605279e+00,3.888255515353476711e-05,1.086149503357314028e-01,1.885538146930873848e+00,6.963703367814143712e+04
4.991706728850832386e-03,2.802787378463067469e-04,3.567876777539788236e+03,1.994153060932086108e+00,3.742345444402774837e-05,1.086150871397580098e-01,1.885537973792328126e+00,7.098158698576307506e+04
4.897169908726141038e-03,2.697644042448654744e-04,3.706938292319318862e+03,1.994153025723868877e+00,3.601868545155040481e-05,1.086152189013417230e-01,1.885537806822527251e+00,7.235252518783097912e+04
4.804513356948781136e-03,2.596541638788529838e-04,3.851276579052168472e+03,1.994152991660276264e+00,3.466795427091730986e-05,1.086153456431700609e-01,1.885537646017106272e+00,7.374855178175757464e+04
4.713483979373394098e-03,2.499094365050469335e-04,4.001449541021253026e+03,1.994152958634694439e+00,3.336610193913148504e-05,1.086154678447788652e-01,1.885537490789915616e+00,7.517351364970672876e+04
4.624313397884024027e-03,2.405443302198051470e-04,4.157237874142440887e+03,1.994152926716710184e+00,3.211500883186748831e-05,1.086155853253363973e-01,1.885537341391373856e+00,7.662377526505441347e+04
4.536696282235711149e-03,2.315165094025628534e-04,4.319346393829700901e+03,1.994152895782209223e+00,3.090901514497102322e-05,1.086156986122258777e-01,1.885537197169983248e+00,7.810430433447808900e+04
4.450839648113675412e-03,2.228375240211910580e-04,4.487574542898365507e+03,1.994152865889340154e+00,2.974965990508277342e-05,1.086158075570365367e-01,1.885537058332303673e+00,7.961163323609947111e+04
4.366563320889481174e-03,2.144794843913500060e-04,4.662450596791579301e+03,1.994152836959503183e+00,2.863321382149858115e-05,1.086159125065199599e-01,1.885536924452983154e+00,8.114886924372125941e+04
4.283865401798572260e-03,2.064332275636404646e-04,4.844181393674688479e+03,1.994152808976852986e+00,2.755844948452570317e-05,1.086160135726434717e-01,1.885536795404209487e+00,8.271611270537416567e+04
4.202843166317443702e-03,1.986991487463729555e-04,5.032734192920159330e+03,1.994152781957824860e+00,2.652541633656790016e-05,1.086161107474350601e-01,1.885536671210389814e+00,8.431141672801917593e+04
4.123206756949784023e-03,1.912412060240953338e-04,5.228998607517699384e+03,1.994152755790177700e+00,2.552929721418929063e-05,1.086162044809699939e-01,1.885536551309207720e+00,8.594053404336921813e+04
4.045125305358581412e-03,1.840673478963328336e-04,5.432794091015003687e+03,1.994152730514330285e+00,2.457115088506929654e-05,1.086162946707597832e-01,1.885536435843570446e+00,8.760012283035565633e+04
3.968594887534913386e-03,1.771690361493938326e-04,5.644327145047920567e+03,1.994152706112247930e+00,2.364983414668242492e-05,1.086163814215847234e-01,1.885536324690663124e+00,8.929011905210455006e+04
3.893472780661955037e-03,1.705257644002422523e-04,5.864216492546503105e+03,1.994152682522384090e+00,2.276260560604807397e-05,1.086164649889494460e-01,1.885536217533434700e+00,9.101363343090687704e+04
3.819701813959725575e-03,1.641254850003326382e-04,6.092898979082823644e+03,1.994152659711889486e+00,2.190785386049236400e-05,1.086165455222243698e-01,1.885536114189665158e+00,9.277212615108344471e+04
3.747373496910814169e-03,1.579691899942226030e-04,6.330348342208837494e+03,1.994152637693649144e+00,2.108570908299592196e-05,1.086166230068229543e-01,1.885536014686826078e+00,9.456345054255479772e+04
3.676449810927317954e-03,1.520466972295686503e-04,6.576926814070441651e+03,1.994152616440075354e+00,2.029480926182660727e-05,1.086166975688663133e-01,1.885535918871209082e+00,9.638843256683701475e+04
3.606894357357366167e-03,1.463483338355331398e-04,6.833012537907019578e+03,1.994152595924597149e+00,1.953386056883730517e-05,1.086167693282205776e-01,1.885535826596376641e+00,9.824791726894897874e+04
3.538649647236030878e-03,1.408631040302754656e-04,7.099091042215509333e+03,1.994152576115106656e+00,1.880139268927677495e-05,1.086168384215640964e-01,1.885535737693542657e+00,1.001434096425555617e+05
3.471607097256867742e-03,1.355764935913050806e-04,7.375909890504300165e+03,1.994152556965968381e+00,1.809546567118918597e-05,1.086169050300726940e-01,1.885535651935895674e+00,1.020780799090537475e+05
3.405851277318100879e-03,1.304895459468546903e-04,7.663449150227531391e+03,1.994152538487277138e+00,1.741621713347622522e-05,1.086169691390311970e-01,1.885535569348245843e+00,1.040496082618806686e+05
3.341352533053848148e-03,1.255943245045409995e-04,7.962143225379933028e+03,1.994152520656180538e+00,1.676258566557140865e-05,1.086170308469407569e-01,1.885535489809239795e+00,1.060588345364142588e+05
3.278082823825850291e-03,1.208832918857538630e-04,8.272441827155853389e+03,1.994152503450745462e+00,1.613356328505347796e-05,1.086170902473813094e-01,1.885535413203364152e+00,1.081065973780792556e+05
3.216015728344380053e-03,1.163492907889640549e-04,8.594809587742256554e+03,1.994152486849940953e+00,1.552819287444724952e-05,1.086171474292457195e-01,1.885535339420695289e+00,1.101937289686713630e+05
3.155126457133897860e-03,1.119855261708657679e-04,8.929725422499828710e+03,1.994152470833613133e+00,1.494556578885887244e-05,1.086172024769540001e-01,1.885535268356659078e+00,1.123210487316289218e+05
3.095391871508446861e-03,1.077855485103196287e-04,9.277681598514644065e+03,1.994152455382464773e+00,1.438481961866114534e-05,1.086172554706593546e-01,1.885535199911805515e+00,1.144893558811375260e+05
3.036790510050049220e-03,1.037432382935410402e-04,9.639182432020334090e+03,1.994152440478035526e+00,1.384513610488900036e-05,1.086173064864357635e-01,1.885535133991599777e+00,1.166994206160585600e+05
2.979302623884243391e-03,9.985279155888537872e-05,1.001474254638417551e+04,1.994152426102681286e+00,1.332573920718603277e-05,1.086173555964542875e-01,1.885535070506227040e+00,1.189519737180866068e+05
2.922910221078373408e-03,9.610870658027792501e-05,1.040488458935525705e+04,1.994152412239555527e+00,1.282589331480355346e-05,1.086174028691439669e-01,1.885535009370411519e+00,1.212476943172097817e+05
2.867597121982245860e-03,9.250577160058170989e-05,1.081013630498393286e+04,1.994152398872590659e+00,1.234490160459875706e-05,1.086174483693427978e-01,1.885534950503247931e+00,1.235871954951668740e+05
2.813349026623894206e-03,8.903905364388009502e-05,1.123102682559489222e+04,1.994152385986485809e+00,1.188210454265949465e-05,1.086174921584332070e-01,1.885534893828052505e+00,1.259710073793030315e+05
2.760150293084215594e-03,8.570368335991673803e-05,1.166810994342509184e+04,1.994152373565924785e+00,1.143685115189968036e-05,1.086175342970507329e-01,1.885534839268873997e+00,1.283997109956637723e+05
2.707824739420413955e-03,8.248516063036337442e-05,1.212339276977649388e+04,1.994152361559397679e+00,1.100720491036168356e-05,1.086175749676079466e-01,1.885534786591789747e+00,1.308816462257416570e+05
2.656502465296506875e-03,7.938817821606658498e-05,1.259633389342117334e+04,1.994152349986711092e+00,1.059379146857441209e-05,1.086176141100624187e-01,1.885534735876648771e+00,1.334109752145712264e+05
2.606175665345210422e-03,7.640880420789475380e-05,1.308749705438627279e+04,1.994152338835395444e+00,1.019608517645444514e-05,1.086176517733759006e-01,1.885534687062019543e+00,1.359879840741861844e+05
2.556838756085485533e-03,7.354333702946913576e-05,1.359742487071664436e+04,1.994152328093666160e+00,9.813591176793286710e-06,1.086176880036411330e-01,1.885534640090025027e+00,1.386127809771790053e+05
2.508488529964119588e-03,7.078830028983684741e-05,1.412662821265071580e+04,1.994152317750420789e+00,9.445844717024234197e-06,1.086177228441468356e-01,1.885534594906273842e+00,1.412852588471757190e+05
